公司名称,岗位,所属岗位,薪资,平均薪资（千/月）,地址,所属城区,经度,纬度
武汉众创聚世科技有限公司,仓库管理专员(五险一金+带薪年假),仓库管理员,4.5-6千/月,5.25,天津-滨海新区,滨海新区,39.05917664,117.6462863
蓝海宏业（天津）物流有限公司,仓库管理员,仓库管理员,4.5-6千/月,5.25,津围公路北北辰科技园景丽路39号蓝海宏业物流,北辰区,39.21937808,117.2092441
震坤行工业超市（上海）有限公司,仓库管理员(职位编号：ZKH000551),仓库管理员,5-7千/月,6,翠源道2号普洛斯武清现代服务产业园A4-U3,武清区,39.42236102,117.0698952
嘉里粮油（天津）有限公司,仓库管理员,仓库管理员,4.5-6千/月,5.25,宁河现代产业园海航东路华康物流园3号库,宁河县,39.24779765,117.435577
天津润海新顺科技有限公司,物管经理,仓储经理,6-8千/月,7,静海经济开发区北区2号路,静海县,38.93821023,116.9684007
天地华宇集团,物流专员,仓库管理员,3-4.5千/月,3.75,天津市北辰区双街镇德利得物流园内天地华宇物流,北辰区,39.27642922,117.1172614
天津泰士康医疗科技有限公司,库管,仓库管理员,3-3.5千/月,3.25,天宇科技园泰安道17号  天津民祥药业有限公司,静海县,38.88710307,116.9879246
天津瀚诺威国际物流有限公司,理货员 /叉车司机（全职/接收应届）,仓库理货员,3-4.5千/月,3.75,临港经济区,河北区,39.1439299,117.2108131
天津市花开远方教育信息咨询有限公司,物流专员,仓库管理员,8-10万/年,7.5,恒生科技园35栋,津南区,39.02161671,117.3068464
天津市花开远方教育信息咨询有限公司,物流专员,仓库管理员,8-10万/年,7.5,恒生科技园35栋,津南区,39.02161671,117.3068464
天津市花开远方教育信息咨询有限公司,物流专员,仓库管理员,8-10万/年,7.5,恒生科技园35栋,津南区,39.02161671,117.3068464
天津市花开远方教育信息咨询有限公司,打包专员,仓库管理员,8-10万/年,7.5,恒生科技园35栋,津南区,39.02161671,117.3068464
天津市花开远方教育信息咨询有限公司,物流专员,仓库管理员,8-10万/年,7.5,恒生科技园35栋,津南区,39.02161671,117.3068464
川崎振华物流（天津）有限公司,理货员/叉车（12h，白夜倒班，有搬运工作）,搬运工,3-4.5千/月,3.75,天津经济技术开发区第十一大街85号,滨海新区,39.06692136,117.7441691
川崎振华物流（天津）有限公司,理货员 /高叉司机,仓库理货员,3-4.5千/月,3.75,天津港保税区海滨三路92号,滨海新区,39.00861566,117.7755107
天津市冲天图书有限公司,库房管理员,仓库管理员,5-7千/月,6,大稍直口工业园8号,西青区,39.12062474,117.103806
天津鸿越天诚信息科技有限公司,顺丰高薪招聘分拣员,仓库管理员,4.5-6千/月,5.25,东丽区机场货运路第二大街一号路一号,东丽区,39.12917124,117.3535484
天津市顺超有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,辛口工业园,西青区,39.09321232,117.0026362
博迈科海洋工程股份有限公司,库管,仓库管理员,3-4.5千/月,3.75,天津经济技术开发区第四大街14号,滨海新区,39.05061801,117.6948731
苏宁易购集团股份有限公司,冷链仓仓库操作员,仓库管理员,4.5-6千/月,5.25,鼎牛农业科技发展有限公司,河北区,39.1439299,117.2108131
深圳华特容器股份有限公司天津分公司,仓库管理员,仓库管理员,5-7.5千/月,6.25,武清汽车产业园武宁路（梅厂段）749号（忠旺铝业对面）,武清区,39.3920421,117.2436758
广东顺心快运有限公司,操作专员,仓库管理员,4.5-6千/月,5.25,天津市北辰区青光镇景海物流园中库一号,北辰区,39.1981078,117.0702152
武汉金淳久久商贸有限公司,库房管理文员 月薪4000+双休,仓储管理文员,4.5-6千/月,5.25,河东区中山门街道,河东区,39.11117247,117.2721907
广东顺心快运有限公司,操作员,仓库管理员,4.5-6千/月,5.25,天津市北辰区青光镇景海物流园中库一号,北辰区,39.1981078,117.0702152
天津顶立酒业有限公司,仓库主管,仓库主管,4.5-6千/月,5.25,天津市滨海新区塘沽欧美小镇四期1365号,滨海新区,39.05536757,117.6770202
爱回收,收货专员,仓库管理员,3-5千/月,4,福源道与翠亨路交口,武清区,39.41566472,117.0487298
爱回收,收货专员,仓库管理员,3-5千/月,4,福源道与翠亨路交口,武清区,39.41566472,117.0487298
天津华海清科机电科技有限公司,库管,仓库管理员,4.5-6千/月,5.25,天津市津南区海河科技园聚兴道9号 8号楼,津南区,38.98262958,117.4208013
天津正广通供应链管理有限公司,物流运营专员,仓库管理员,3-4.5千/月,3.75,津围公路15号正广通物流基地,北辰区,39.23523863,117.2341556
天津市冲天图书有限公司,库房配货员,仓库管理员,3-4.5千/月,3.75,大稍直口工业园,西青区,39.12062474,117.103806
中外运久凌储运有限公司天津分公司,现场专员,仓库管理员,3-4.5千/月,3.75,天津市,河北区,39.1439299,117.2108131
中外运久凌储运有限公司天津分公司,现场专员,仓库管理员,3-4.5千/月,3.75,天津市,河北区,39.1439299,117.2108131
天津市江山医药贸易有限公司,仓储主管,仓库主管,4.5-6千/月,5.25,天津市北辰区天穆镇王庄村亿达工业园内,北辰区,39.2088845,117.1278752
北汽鹏龙开利（天津）汽车服务有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津港保税区,滨海新区,39.02031619,117.7648322
宝仓集团有限公司,理货员,仓库理货员,3-4.5千/月,3.75,天津市东丽区先锋东路223号,东丽区,39.08877753,117.3277244
瑞康医药（天津）有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,宾水西道红旗南路333号万豪大厦A座505,南开区,39.08372452,117.1551586
天津市天时欧诺包装有限公司,成品库管理员,仓库管理员,3-4.5千/月,3.75,空港经济区瑞航路6号,东丽区,39.16042451,117.420079
北京外企人力资源服务有限公司,FESCO代石油公司招聘仓库部门助理（天津）,仓库管理员,6-8千/月,7,天津市滨海新区天津港南疆开发区南三路286号,滨海新区,38.98083699,117.7568639
神州数码供应链,库存管理岗,仓库管理员,4-6千/月,5,八里台工业园区津顺安平物流园,津南区,38.9595976,117.3501209
天津市山上下餐饮有限公司,搬运工,搬运工,3-4.5千/月,3.75,双街镇凤梧道与龙淮路交口,北辰区,39.26472877,117.139394
山东海裕远洋渔业有限公司,招搬运工,搬运工,0.8-1万/月,9,山东威海海峰北路9号,环翠区,37.4452368,122.154538
天津尚赫保健用品有限公司,生产库库工,仓库管理员,3-3千/月,3,天津西青区华苑技术产业园区海泰南道16号,西青区,39.08052725,117.0964172
天津开发区金衫包装制品有限公司,仓库管理员,仓库管理员,3.5-5千/月,4.25,天津市西青区李七庄四号工业区（外环线12号桥津涞公路市内方向100米）,西青区,39.06941589,117.1898103
中施柯朗（天津）污泥治理处理工程股份有限公司,库房管理员兼接待员,仓库管理员,3-4.5千/月,3.75,天津市塘沽区北塘开发区建投领海福地商务园2号5门6门,滨海新区,39.1001059,117.7133472
蓝月亮（中国）有限公司,仓库管理员,仓库管理员,3-5千/月,4,赛达四支路18号,西青区,38.98508807,117.2684053
北方万邦物流有限公司天津分公司,叉车兼保管员,叉车工,2-3千/月,2.5,军粮城,东丽区,39.06306352,117.5299694
创维（天津）网络技术有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,西青经济开发区兴华四支路18号,西青区,39.15070407,117.0662057
招商路凯（中国）投资控股有限公司,OPS-营运助理-仓库物流(职位编号：loscam000763),仓库管理员,6-8万/年,5.85,系统不支持同岗位多上班地址匹配，以发布城市为准,河北区,39.1439299,117.2108131
招商路凯（中国）投资控股有限公司,OPS-高级营运主管-仓库物流生产(职位编号：loscam000824),仓库主管,15-20万/年,14.6,大兴区采育镇粮库东侧50米,大兴区,39.1439299,117.2108131
招商路凯（中国）投资控股有限公司,OPS-高级营运主管-仓库物流生产(职位编号：loscam000829),仓库主管,15-20万/年,14.6,大兴区采育镇粮库东侧50米,大兴区,39.1439299,117.2108131
天地华宇集团,物流专员,仓库管理员,3-4.5千/月,3.75,新华区十三化建北行3公里路西,新华区,38.34812656,116.8970745
天津快客利食品科技咨询有限公司,济南-仓库管理员,仓库管理员,2-3千/月,2.5,经一路,滨海新区,38.87849488,117.6578917
中安信科技有限公司,仓储物流部经理（河北廊坊）,仓储经理,1.5-2万/月,17.5,廊坊市安次区新兴产业示范区凤翔路66号,香河县,39.80655189,117.0427515
招商路凯（中国）投资控股有限公司,OPS-营运助理-仓库物流(职位编号：loscam000749),仓库管理员,6-8万/年,5.85,系统不支持同岗位多上班地址匹配，以发布城市为准,河北区,39.1439299,117.2108131
兆航物流南北二区,储备干部,仓库管理员,2.5-3.5千/月,3,鹿泉区龙泉路56号,西青区,39.01709904,117.2218878
易高服务管理有限公司,仓库主管,仓库主管,4.5-6千/月,5.25,玉田县.,#N/A,0,0
四川物联亿达科技有限公司,仓库经理,仓储经理,0.8-1万/月,9,天津市东丽区跃进路,东丽区,39.13939585,117.3236798
天津盛世欣兴格力电器贸易有限公司,仓库管理员,仓库管理员,2.5-4千/月,3.25,空港经济区中心大道与东七道交口,东丽区,39.14673086,117.4137085
天津华德瑞宝国际贸易有限公司,仓库订单员,仓库管理员,3-4.5千/月,3.75,东丽区树森物流园,东丽区,39.13960464,117.4147823
上海艾杰飞人力资源有限公司,仓管副科长(编号101132),仓库管理员,8.1-9.7千/月,8.9,天津,河北区,39.1439299,117.2108131
路捷投资发展（上海）有限公司,操作工,仓库管理员,4.5-6千/月,5.25,天津市北辰区高新大道69号沃尔玛三期三号库,北辰区,39.23749587,117.2780656
天津苏宁易购销售有限公司,供管经理,仓储经理,5-8千/月,6.5,天津市和平区卫津路73号,和平区,39.12436264,117.1869989
四川物联亿达科技有限公司,仓储物流实习生,仓库管理员,2.5-3.5千/月,3,天津市,河北区,39.1439299,117.2108131
天津立欣电子科技有限公司,仓库库管,仓库管理员,2.5-4千/月,3.25,天津西青区星光路27号-3-2楼,西青区,39.1459871,117.0781729
广州一智通供应链管理有限公司,物流专员,仓库管理员,4-6千/月,5,东丽区空港经济区远洋新干线 55号楼1单元401.,东丽区,39.14917252,117.4168093
中源协和基因科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,空港经济区东九道45号,东丽区,39.14287797,117.4233606
中外运久凌储运有限公司天津分公司,拣货员,仓库管理员,3-4.5千/月,3.75,天津市,河北区,39.1439299,117.2108131
天津立欣电子科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津西青区星光路27号-3-2楼,西青区,39.1459871,117.0781729
天津长荣数码科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市北辰区双街镇双辰中路11号长荣股份院内,北辰区,39.27143775,117.1309439
上海艾杰飞人力资源有限公司,日企仓库担当(编号93494) 日语必须,仓库管理员,3-3.5千/月,3.25,天津,河北区,39.1439299,117.2108131
得林器（天津）国际贸易有限公司,仓库管理员兼业务助理,仓库管理员,4.5-6千/月,5.25,津南双港高科技园区,津南区,38.96979053,117.39291
天津市法颂食品有限公司,库管员/理货员  大专以上学历,仓库理货员,3-4.5千/月,3.75,津南区双港镇工业园丽港园7号楼,津南区,39.01913252,117.3131326
天津市骏发汽车维修服务有限公司,库管,仓库管理员,3-4.5千/月,3.75,天津市河东区一号桥耐火路11号,河东区,39.10830509,117.2882986
天津顶通物流有限公司,运输调度,调度员,3.5-5千/月,4.25,天津开发区第七大街与相安路交口百事可乐,滨海新区,39.05818746,117.7095397
天津顶通物流有限公司,仓库管理员,仓库管理员,3.5-5千/月,4.25,天津开发区第七大街与相安路交口百事可乐,滨海新区,39.05818746,117.7095397
豪恩深冷物流（天津）有限公司,物流专员,调度员,3-4.5千/月,3.75,天津市新产业园区花园产业区（环外）海泰发展五道16号B8-2-202,西青区,39.08666207,117.1012641
天津奥特浦斯机电设备有限公司,仓库管理员,仓库管理员,3-3.5千/月,3.25,宜兴埠科技园区景远路5号,北辰区,39.23728591,117.2549382
天地华宇集团,装卸工/搬运工（包吃住）,搬运工,4-7千/月,5.5,双街镇德利得物流园内,北辰区,39.27642922,117.1172614
天津瀚成汽车救援有限公司,调度,调度员,3-4.5千/月,3.75,浩物汽车园,北辰区,39.25254008,117.1817859
天津市央天吉国际贸易有限公司,仓库管理员,仓库管理员,3-6千/月,4.5,北辰区京津公路大通绿岛家园英智社创业园110,北辰区,39.21517672,117.1558086
天地华宇集团,天地华宇招聘仓管员,调度员,3-4.5千/月,3.75,双街镇德利得物流园内,北辰区,39.27642922,117.1172614
天津正广通供应链管理有限公司,调度员,调度员,3-4千/月,3.5,津围公路15号正广通物流基地,北辰区,39.23523863,117.2341556
成都希地物流有限公司,物流调度,调度员,4-7千/月,5.5,北仓金玺大厦写字楼2号楼1002室,北辰区,39.22863498,117.1388795
天津瀚成汽车救援有限公司,调度,调度员,3-4.5千/月,3.75,浩物汽车园,北辰区,39.25254008,117.1817859
蓝海宏业（天津）物流有限公司,装卸工,叉车工,4.5-6千/月,5.25,津围公路北北辰科技园景丽路39号蓝海宏业物流,北辰区,39.21937808,117.2092441
招商路凯（中国）投资控股有限公司,OPS-叉车司机（Forklift Driver）,叉车工,3-4.5千/月,3.75,天津市华泰道与景祥路交叉口东行100米路南沃尔玛三期北门3-3库,北辰区,39.24119758,117.2730371
天津恒信永盛传动机械设备有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,万达轮胎,河北区,39.1439299,117.2108131
天津市纽瑞金商贸有限公司,打单理货专员/制单检验配货员,仓库理货员,3-4.5千/月,3.75,宜兴埠东马道,北辰区,39.20087603,117.225467
