职位,公司名称,城市,城区,地址,经度,纬度,工资(千/月）,网址
仓库管理员,广东品胜电子股份有限公司,天津,,天津,117.2108131,39.1439299,2-4千/月,https://jobs.51job.com/tianjin/94071826.html?s=01&t=0
仓库管理员,分众传媒,天津,南开区,天津市南开区时代奥城国际写字楼A4座618室,117.1772453,39.08170983,,https://jobs.51job.com/tianjin/101606638.html?s=01&t=0
仓库管理员,天津锡跃科技有限公司,天津,西青区,天津市西青经济开发区鑫源道新华四支路口,117.261448,38.98049304,,https://jobs.51job.com/tianjin-xqq/84472863.html?s=01&t=0
仓库管理员,天津赛德生物制药有限公司,天津,静海区,天津市静海县经济开发区聚海道,117.012847,38.93939314,,https://jobs.51job.com/tianjin-jhq/94340824.html?s=01&t=0
仓储经理,广西万寿谷投资集团股份有限公司南宁分公司,天津,,新开路新天地家园13-901,117.2257798,39.14660618,5-6千/月,https://jobs.51job.com/tianjin-hdq/103018809.html?s=01&t=0
仓库管理员,天津市福莱特集团,天津,河北区,天津市河北区四马路158号 巷肆创意产业园,117.1987722,39.16311363,,https://jobs.51job.com/tianjin-hbq/74206052.html?s=01&t=0
仓库管理员,天津乐牙电子商务有限公司,天津,东丽区,天津东丽开发区三纬路108号,117.387579,39.07064924,,https://jobs.51job.com/tianjin-dlq/95952511.html?s=01&t=0
仓库管理员,广州卡拉宝饮料有限公司,天津,,天津,117.2108131,39.1439299,4.5-6千/月,https://jobs.51job.com/tianjin/102760381.html?s=01&t=0
仓库管理员,广州市广海物流有限公司,天津,,新港三号路紫云园23-2-306,117.7076097,39.01495876,3-4.5千/月,https://jobs.51job.com/tianjin-bhxq/85301641.html?s=01&t=0
仓库管理员,广州一智通供应链管理有限公司,天津,东丽区,空港经济区纬十道125号,117.420079,39.16042451,4-6千/月,https://jobs.51job.com/tianjin/105052873.html?s=01&t=0
仓库管理员,海斯坦普汽车组件（天津）有限公司,天津,,开源道22号,117.1492607,39.19236727,2-3千/月,https://jobs.51job.com/tianjin-wqq/97484113.html?s=01&t=0
叉车工,海斯坦普汽车组件（天津）有限公司,天津,,开源道22号,117.1492607,39.19236727,2-3千/月,https://jobs.51job.com/tianjin-wqq/97484547.html?s=01&t=0
仓库管理员,虫洞（天津）众创空间有限公司,天津,静海区,静海经济开发区北区十亿道8号,116.9684007,38.93821023,,https://jobs.51job.com/tianjin-jhq/92112500.html?s=01&t=0
仓库管理员,海斯坦普汽车组件（天津）有限公司,天津,,开源道22号,117.1492607,39.19236727,2-3千/月,https://jobs.51job.com/tianjin-wqq/97483692.html?s=01&t=0
仓库管理员,天津博瑞康机械制造有限公司,天津,北辰区,北辰科技园景祥路9号中重科技前行500米,117.2092441,39.21937808,,https://jobs.51job.com/tianjin-bcq/59017521.html?s=01&t=0
仓库管理员,海斯坦普汽车组件（天津）有限公司,天津,,开源道22号,117.1492607,39.19236727,2-3千/月,https://jobs.51job.com/tianjin-wqq/97484311.html?s=01&t=0
仓库管理员,韩童（天津）文化传播有限公司,天津,,张自忠路160号 津门公寓B座1单元2601（瑞吉金融酒店旁边）,117.2059919,39.13545722,,https://jobs.51job.com/tianjin-hpq/100128701.html?s=01&t=0
仓储经理,韩谊（天津）新材料有限公司,天津,,天津子牙循环经济产业园兴惠科技院内,117.1984434,39.13179092,4.5-6千/月,https://jobs.51job.com/tianjin-jhq/102785487.html?s=01&t=0
仓库管理员,韩谊（天津）新材料有限公司,天津,,天津子牙循环经济产业园兴惠科技院内,117.1984434,39.13179092,4-6千/月,https://jobs.51job.com/tianjin-jhq/93301501.html?s=01&t=0
仓库管理员,天津岛津液压有限公司,天津,西青区,西青开发区兴华四支华15号,117.2310438,38.97544869,,https://jobs.51job.com/tianjin/102356536.html?s=01&t=0
调度员,豪恩深冷物流（天津）有限公司,天津,,天津市新产业园区花园产业区（环外）海泰发展五道16号B8-2-202,117.1012641,39.08666207,2-3千/月,https://jobs.51job.com/tianjin/98318164.html?s=01&t=0
仓库管理员,基伊埃工程技术（中国）有限公司,天津,武清区,武清开发区泉达路8号,117.0536887,39.41174785,4-6千/月,https://jobs.51job.com/tianjin/100668066.html?s=01&t=0
仓库管理员,豪恩深冷物流（天津）有限公司,天津,,天津市新产业园区花园产业区（环外）海泰发展五道16号B8-2-202,117.1012641,39.08666207,3-4.5千/月,https://jobs.51job.com/tianjin/98318152.html?s=01&t=0
仓库管理员,海纳（天津）弹簧有限公司,天津,西青区,西青区杨柳青农场海纳道2号,117.104927,39.17852331,2-3千/月,https://jobs.51job.com/tianjin-xqq/102772460.html?s=01&t=0
仓库管理员,合肥兰杰柯科技有限公司,天津,,复康路丹颐园1号楼3门302,117.1616386,39.10389142,3-4.5千/月,https://jobs.51job.com/tianjin-nkq/102585373.html?s=01&t=0
仓库管理员,上海虹迪物流科技股份有限公司,天津,武清区,天津新技术产业园区武清开发区泉秀路3号,117.0593897,39.3956782,,https://jobs.51job.com/tianjin-wqq/96441628.html?s=01&t=0
仓库管理员,和通汽车（天津和凌雷克萨斯汽车销售服务有限公司）,天津,,赛达三大道与四支路交口,117.2635346,38.988543,4.5-6千/月,https://jobs.51job.com/tianjin-xqq/103288587.html?s=01&t=0
仓库管理员,北京连华永兴科技发展有限公司,天津,和平区,天津市和平区西康路康宁大厦B座1105,117.1944183,39.1158945,3-6千/月,https://jobs.51job.com/tianjin-hpq/100351155.html?s=01&t=0
仓库管理员,河北瑞鹤医疗器械有限公司,天津,,西马路东侧富力大厦404室,117.1821407,39.15137444,4.1-6千/月,https://jobs.51job.com/tianjin-nkq/102485329.html?s=01&t=0
仓库管理员,五洲荣耀（天津）集团有限公司,天津,河西区,天津市河西区围堤道宝钢大厦8层,117.217953,39.102912,3-4.5千/月,https://jobs.51job.com/tianjin-hxq/102522169.html?s=01&t=0
仓库管理员,荷兰欧泰科技有限公司北京代表处,天津,,中北工业园北园阜盛道30号,117.071135,39.14968369,3-4.5千/月,https://jobs.51job.com/tianjin-xqq/103681969.html?s=01&t=0
仓库管理员,成都一汽四环汽车内饰件有限公司,天津,宁河区,宁河区现代产业区,117.7848151,39.21684093,4.5-6千/月,https://jobs.51job.com/tianjin-nhq/93476066.html?s=01&t=0
仓库管理员,天津华海清科机电科技有限公司,天津,津南区,天津市津南区海河科技园聚兴道9号 8号楼,117.4208013,38.98262958,4.5-6千/月,https://jobs.51job.com/tianjin-jnq/101915095.html?s=01&t=0
仓库管理员,天津市爱肯化妆品有限公司,天津,南开区,南开区西湖道深蓝公寓,117.164106,39.12501512,3-4.5千/月,https://jobs.51job.com/tianjin-nkq/91674536.html?s=01&t=0
仓库管理员,宏德集团,天津,南开区,天津津南开发区东区聚英路37号,117.1627279,39.11698729,2-3千/月,https://jobs.51job.com/tianjin-jnq/100358111.html?s=01&t=0
仓库管理员,恒都投资控股（天津）股份有限公司,天津,,朔州市,117.2108131,39.1439299,5-7千/月,https://jobs.51job.com/shuozhou/96325524.html?s=01&t=0
仓库管理员,天津畅联供应链管理有限公司,天津,武清区,武清区武清开发区福源道33号,117.0662325,39.4103057,8-10万/年,https://jobs.51job.com/tianjin-wqq/101004304.html?s=01&t=0
仓库管理员,红夕阳合一堂,天津,,鞍山西道信诚大厦,117.1708113,39.11988006,2-3千/月,https://jobs.51job.com/tianjin-nkq/93592757.html?s=01&t=0
仓库管理员,天津华来科技有限公司,天津,南开区,金平路10号南开华侨创业大厦,117.1417511,39.12461166,2-3千/月,https://jobs.51job.com/tianjin-nkq/87034626.html?s=01&t=0
仓库管理员,丹娜（天津）生物科技有限公司,天津,滨海新区,滨海新区中新生态城科技园,117.6462863,39.05917664,3-4.5千/月,https://jobs.51job.com/tianjin-bhxq/84490924.html?s=01&t=0
仓库管理员,艾博源（天津）科技有限公司,天津,西青区,西青经济开发区兴华四支路6号,117.0662057,39.15070407,2-3千/月,https://jobs.51job.com/tianjin-xqq/89643608.html?s=01&t=0
仓库管理员,浙江晶创自动化设备有限公司,天津,西青区,天津市西青区华苑产业园区（环外）海泰东路12号天津中环半导体,117.129879,39.09305425,3-4.5千/月,https://jobs.51job.com/tianjin-xqq/97953827.html?s=01&t=0
仓库管理员,花点时间,天津,,兴贸三街与融商三路交叉路口顺丰速运,117.2567018,39.14020624,4.5-6千/月,https://jobs.51job.com/beijing-tzq/100443943.html?s=01&t=0
仓库管理员,天津木艺家节能建材科技股份有限公司,天津,静海区,天津静海经济开发区北区2号路 (正东科技园南门Fs12、Fs13栋）,116.9684007,38.93821023,2-4千/月,https://jobs.51job.com/tianjin-jhq/82674064.html?s=01&t=0
仓库管理员,华强方特（天津）文化科技有限公司,天津,,中新天津生态城中生大道北首4888号,117.2108131,39.1439299,2.5-3.5千/月,https://jobs.51job.com/tianjin-bhxq/104785974.html?s=01&t=0
仓库管理员,天津市耀华金禧玻璃有限公司,天津,滨海新区,滨海汽车零部件产业园清亮东道6号路天大天久东400米,117.2421982,39.11293375,3.5-3.8千/月,https://jobs.51job.com/tianjin-jhq/101205207.html?s=01&t=0
调度员,环球车享（天津）汽车租赁有限公司,天津,,天津经济开发区第二大街泰达大街MSD-G2-104号,117.7058238,39.03420257,4.5-6千/月,https://jobs.51job.com/tianjin-bhxq/97783119.html?s=01&t=0
仓库管理员,天津康宝美佳家居用品贸易有限公司,天津,西青区,天津市西青开发区友谊南路111号印力中心写字楼804,117.2253443,39.03321696,,https://jobs.51job.com/tianjin-xqq/98477987.html?s=01&t=0
仓库管理员,武汉神码浮云科技有限公司,天津,西青区,西青区,117.1262013,39.03506461,4.5-6千/月,https://jobs.51job.com/tianjin-xqq/96745643.html?s=01&t=0
仓库管理员,天津市平亚制衣厂,天津,河北区,天津市河北区张兴庄聚贤道41号,117.2181627,39.19321867,4-5万/年,https://jobs.51job.com/tianjin-hbq/103057144.html?s=01&t=0
调度员,环球车享（天津）汽车租赁有限公司,天津,,天津经济开发区第二大街泰达大街MSD-G2-104号,117.7058238,39.03420257,8-10万/年,https://jobs.51job.com/tianjin-bhxq/95941965.html?s=01&t=0
仓库管理员,天津市康婷生物工程有限公司,天津,西青区,西青开发区,117.2310438,38.97544869,4-6千/月,https://jobs.51job.com/tianjin-xqq/90047974.html?s=01&t=0
仓库管理员,博阳鸿(天津)印业有限公司,天津,西青区,天津西青经济开发区宏源道15号,117.0662057,39.15070407,4-6千/月,https://jobs.51job.com/tianjin-xqq/95909463.html?s=01&t=0
仓库管理员,辉门（常熟）汽车部件有限公司,天津,滨海新区,天津经济技术开发区泰丰路87号,117.7298495,39.06542999,,https://jobs.51job.com/tianjin-bhxq/103143498.html?s=01&t=0
仓库管理员,天津顺裕安防工程有限公司,天津,河北区,河北区中山路宇阳公寓,117.2092068,39.16656884,2.5-3.5千/月,https://jobs.51job.com/tianjin/68399978.html?s=01&t=0
仓库理货员,汇源印刷包装科技（天津）股份有限公司,天津,东丽区,天津自贸试验区（空港经济区）航空路300号,117.4292352,39.11910119,,https://jobs.51job.com/tianjin-dlq/98724690.html?s=01&t=0
仓库管理员,吉林精气神有机农业股份有限公司,天津,,经济开发区北区众品路2号,117.2108131,39.1439299,,https://jobs.51job.com/tianjin-jhq/103460815.html?s=01&t=0
仓库管理员,吉林精气神有机农业股份有限公司,天津,,经济开发区北区众品路2号,117.2108131,39.1439299,3.2-4千/月,https://jobs.51job.com/tianjin-jhq/101362153.html?s=01&t=0
仓储经理,嘉里大通物流有限公司天津分公司,天津,,卫国道204号高等教育出版社院内,117.2911198,39.15349393,,https://jobs.51job.com/tianjin-dlq/101565850.html?s=01&t=0
仓库管理员,深圳中天精装股份有限公司,天津,东丽区,东丽区张贵庄街道天津融创城项目,117.3216486,39.09672163,4.5-6千/月,https://jobs.51job.com/tianjin/97111759.html?s=01&t=0
仓库管理员,友成控股有限公司,天津,武清区,天津市武清区福源道77号-8奥克斯工业园,117.0813315,39.40561259,4-6千/月,https://jobs.51job.com/tianjin-wqq/87224271.html?s=01&t=0
仓库理货员,嘉里大通物流有限公司天津分公司,天津,,卫国道204号高等教育出版社院内,117.2911198,39.15349393,2-3千/月,https://jobs.51job.com/tianjin-dlq/103881160.html?s=01&t=0
仓储经理,嘉里会成物流（上海）有限公司,天津,,华盛道158号,117.2380434,39.23551529,0.8-1万/月,https://jobs.51job.com/tianjin-bcq/102581877.html?s=01&t=0
仓库管理员,江苏飞力达国际物流股份有限公司,天津,,临海工业区,117.2108131,39.1439299,,https://jobs.51job.com/tianjin/102122579.html?s=01&t=0
仓库管理员,天津市安跃科技发展有限公司,天津,滨海新区,天津市滨海高新区华苑产业区（环外）海泰发展二路12号,117.5177766,39.11388276,3-4.5千/月,https://jobs.51job.com/tianjin-xqq/98590808.html?s=01&t=0
仓库管理员,天津市飞亚电线电缆有限公司,天津,南开区,天津市南开区新南马路五金城3区32栋3号,117.1253833,39.13935506,3-4.5千/月,https://jobs.51job.com/tianjin-nkq/100599225.html?s=01&t=0
仓库管理员,深圳市华夏龙供应链管理有限公司,天津,北辰区,天津市北辰区大张庄镇南王平村村南津围公路东,117.2232492,39.34166849,3.5-5.5千/月,https://jobs.51job.com/tianjin-bcq/102180910.html?s=01&t=0
仓库管理员,青岛海信电器营销股份有限公司天津分公司,天津,南开区,天津市南开区金平路4号四方科技大厦B单元302室,117.1414011,39.12633984,,https://jobs.51job.com/tianjin-nkq/101635705.html?s=01&t=0
仓库管理员,天津嘉泰伟业化工有限公司,天津,滨海新区,天津滨海新区大港金源路2号,117.4935383,38.82046157,3-4千/月,https://jobs.51job.com/tianjin-bhxq/74459049.html?s=01&t=0
仓库管理员,天津亨旺机械有限公司,天津,静海区,天津静海开发区北区十亿道3号,117.0416442,38.9960161,3-4.5千/月,https://jobs.51job.com/tianjin-jhq/102918554.html?s=01&t=0
仓库管理员,天津田边制药有限公司,天津,西青区,西青区,117.1262013,39.03506461,2.5-4千/月,https://jobs.51job.com/tianjin-xqq/99421784.html?s=01&t=0
仓库管理员,天津中环电炉股份有限公司,天津,北辰区,天津市北辰经济开发区双川道11号,117.1271502,39.28272721,2-4千/月,https://jobs.51job.com/tianjin-bcq/102676025.html?s=01&t=0
仓库管理员,天津大田物流有限公司,天津,西青区,天津西青微电子开发区微二路16号,117.2555218,39.00799589,2-3千/月,https://jobs.51job.com/tianjin-xqq/101749617.html?s=01&t=0
仓库管理员,天津市中科健新材料技术有限公司,天津,东丽区,东丽区五纬路58号,117.3623815,39.06690153,3.5-4千/月,https://jobs.51job.com/tianjin/83933695.html?s=01&t=0
仓库管理员,江苏飞力达国际物流股份有限公司,天津,,临海工业区,117.2108131,39.1439299,3-4.5千/月,https://jobs.51job.com/tianjin/102121679.html?s=01&t=0
仓库管理员,天津市汇点机电设备开发有限公司,天津,北辰区,北辰区小淀工业园区,117.2350979,39.26476703,4.5-6千/月,https://jobs.51job.com/tianjin/89489079.html?s=01&t=0
仓库管理员,天津若水企业管理有限公司,天津,滨海新区,天津滨海新区周边,117.6462863,39.05917664,4.5-6千/月,https://jobs.51job.com/tianjin-bhxq/100843714.html?s=01&t=0
仓库管理员,天津安得智联科技有限公司,天津,西青区,天津市西青区大寺赛达工业园,117.2374229,39.01376603,3-4.5千/月,https://jobs.51job.com/tianjin-xqq/98666937.html?s=01&t=0
仓库管理员,上海至纯洁净系统科技股份有限公司,天津,西青区,天津市西青区兴华道15号,117.2266904,39.02382453,3-4.5千/月,https://jobs.51job.com/tianjin-xqq/95379638.html?s=01&t=0
仓库管理员,北京外企德科人力资源服务上海有限公司,天津,东丽区,天津市东丽区跃进路1199号（男河庄地铁站附近）,117.3223803,39.09487584,5-6千/月,https://jobs.51job.com/tianjin/101984059.html?s=01&t=0
